link,missing_rate,method_type,method,rmse,nrmse,r2,mape
pe-to,0.4,baseline,RollingMean,45.29,4.81,-0.18961650141992736,1.8
pe-to,0.4,baseline,LinearInterpolation,43.89,4.66,-0.1169993881227338,1.72
pe-to,0.4,stacking,StackingRegressor,22.4167,2.35,-0.113,1.23
pe-to,0.45,baseline,Mean,41.05,4.35,-0.06798070525784894,2.13
pe-to,0.45,baseline,Median,39.82,4.22,-0.004897039028274097,1.95
pe-to,0.45,baseline,KNNImputer,41.05,4.35,-0.06798070525784894,2.13
pe-to,0.45,baseline,ForwardFill,43.02,4.56,-0.17300606363361948,1.8
pe-to,0.45,baseline,BackwardFill,40.59,4.3,-0.04401303847740645,1.65
pe-to,0.45,baseline,RollingMean,42.92,4.55,-0.1675708246549854,1.73
pe-to,0.45,baseline,LinearInterpolation,41.65,4.41,-0.0996729635978566,1.68
pe-to,0.45,stacking,StackingRegressor,22.4167,2.35,-0.113,1.23
pe-to,0.5,baseline,Mean,38.8,4.11,-0.05026152459529709,2.03
pe-to,0.5,baseline,Median,37.88,4.01,-0.000840282916400259,1.88
pe-to,0.5,baseline,KNNImputer,38.8,4.11,-0.05026152459529709,2.03
pe-to,0.5,baseline,ForwardFill,40.92,4.33,-0.16838701510267096,1.77
pe-to,0.5,baseline,BackwardFill,39.39,4.17,-0.08263195628358799,1.8
pe-to,0.5,baseline,RollingMean,40.85,4.32,-0.16420477601286843,1.72
pe-to,0.5,baseline,LinearInterpolation,38.95,4.12,-0.05853602017692627,1.63
pe-to,0.5,stacking,StackingRegressor,22.4167,2.35,-0.113,1.23
pi-ac,0.2,baseline,Mean,119.81,15.78,-0.0004750568333675709,40.84
pi-ac,0.2,baseline,Median,119.83,15.78,-0.000749183278330845,40.87
pi-ac,0.2,baseline,KNNImputer,119.81,15.78,-0.0004750568333675709,40.84
pi-ac,0.2,baseline,ForwardFill,118.08,15.55,0.028254341126535576,39.55
pi-ac,0.2,baseline,BackwardFill,115.82,15.25,0.06509686682020788,38.63
pi-ac,0.2,baseline,RollingMean,113.42,14.94,0.10349453674306319,38.77
pi-ac,0.2,baseline,LinearInterpolation,109.6,14.44,0.16281863935081187,38.46
pi-ac,0.2,stacking,StackingRegressor,36.924,4.934,0.7542,8.704
pi-ac,0.25,baseline,Mean,113.72,14.93,-2.677325237065986e-05,34.44
pi-ac,0.25,baseline,Median,113.72,14.93,-7.649453570790499e-06,34.47
pi-ac,0.25,baseline,KNNImputer,113.72,14.93,-2.677325237065986e-05,34.44
pi-ac,0.25,baseline,ForwardFill,111.24,14.6,0.043137145355752415,33.07
pi-ac,0.25,baseline,BackwardFill,110.13,14.46,0.062044390929742566,33.69
pi-ac,0.25,baseline,RollingMean,107.72,14.14,0.10278469978452887,32.52
pi-ac,0.25,baseline,LinearInterpolation,102.9,13.51,0.18120418319038312,32.67
pi-ac,0.25,stacking,StackingRegressor,33.7,4.5325,0.7973,13.19
pi-ac,0.3,baseline,Mean,110.32,14.48,-9.319195249823942e-05,30.38
pi-ac,0.3,baseline,Median,110.32,14.48,-9.684499039819272e-06,30.4
pi-ac,0.3,baseline,KNNImputer,110.32,14.48,-9.319195249823942e-05,30.38
pi-ac,0.3,baseline,ForwardFill,110.93,14.56,-0.011179129914882902,29.25
pi-ac,0.3,baseline,BackwardFill,103.25,13.55,0.12403027808168787,29.23
pi-ac,0.3,baseline,RollingMean,106.78,14.01,0.0630925298222691,28.76
pi-ac,0.3,baseline,LinearInterpolation,98.96,12.99,0.19527018290534592,28.52
pi-ac,0.3,stacking,StackingRegressor,42.8633,5.8233,0.7291,50.7033
pi-ac,0.35,baseline,Mean,118.01,15.57,-0.002057315266510429,139.25
pi-ac,0.35,baseline,Median,117.97,15.57,-0.0012893568876042316,139.06
pi-ac,0.35,baseline,KNNImputer,118.01,15.57,-0.002057315266510429,139.25
pi-ac,0.35,baseline,ForwardFill,115.93,15.3,0.032979809740783295,136.82
pi-ac,0.35,baseline,BackwardFill,112.66,14.87,0.08672440286040539,144.2
pi-ac,0.35,baseline,RollingMean,113.32,14.95,0.07606118709226428,136.43
pi-ac,0.35,baseline,LinearInterpolation,107.73,14.22,0.16494093885895234,141.03
pi-ac,0.35,stacking,StackingRegressor,42.8633,5.8233,0.7291,50.7033
pi-ac,0.4,baseline,Mean,114.47,15.07,-0.0008342513308365884,122.98
pi-ac,0.4,baseline,Median,114.45,15.07,-0.0005645743002420378,122.89
pi-ac,0.4,baseline,KNNImputer,114.47,15.07,-0.0008342513308365884,122.98
pi-ac,0.4,baseline,ForwardFill,111.33,14.66,0.05322593704652834,120.67
pi-ac,0.4,baseline,BackwardFill,109.47,14.42,0.08462369865916108,127.18
pi-ac,0.4,baseline,RollingMean,108.86,14.34,0.09481573870162241,120.31
pi-ac,0.4,baseline,LinearInterpolation,103.63,13.65,0.17965038842908798,124.22
pi-ac,0.4,stacking,StackingRegressor,42.8633,5.8233,0.7291,50.7033
pi-ac,0.45,baseline,Mean,111.96,14.7,-4.715461521920261e-06,110.24
pi-ac,0.45,baseline,Median,111.96,14.7,-2.4953457296028603e-06,110.25
pi-ac,0.45,baseline,KNNImputer,111.96,14.7,-4.715461521920261e-06,110.24
pi-ac,0.45,baseline,ForwardFill,108.05,14.19,0.06864906802076709,116.29
pi-ac,0.45,baseline,BackwardFill,110.4,14.5,0.027654707955961033,114.53
pi-ac,0.45,baseline,RollingMean,106.43,13.98,0.09638205802454392,116.08
pi-ac,0.45,baseline,LinearInterpolation,101.96,13.39,0.17062089035837624,113.78
pi-ac,0.45,stacking,StackingRegressor,42.8633,5.8233,0.7291,50.7033
pi-ac,0.5,baseline,Mean,109.68,14.41,-9.738702135830835e-07,100.05
pi-ac,0.5,baseline,Median,109.68,14.41,-3.220310591567355e-05,100.12
pi-ac,0.5,baseline,KNNImputer,109.68,14.41,-9.738702135830835e-07,100.05
pi-ac,0.5,baseline,ForwardFill,105.74,13.89,0.0705714360305768,105.28
pi-ac,0.5,baseline,BackwardFill,108.79,14.29,0.016272502184413562,103.84
pi-ac,0.5,baseline,RollingMean,104.58,13.74,0.09088724476601473,105.16
pi-ac,0.5,baseline,LinearInterpolation,99.2,13.03,0.18202511428828427,102.91
pi-ac,0.5,stacking,StackingRegressor,42.8633,5.8233,0.7291,50.7033
pi-am,0.2,baseline,Mean,166.48,20.94,-0.002022979401284042,36.15
pi-am,0.2,baseline,Median,194.48,24.46,-0.3673863016295884,39.97
pi-am,0.2,baseline,KNNImputer,166.48,20.94,-0.002022979401284042,36.15
pi-am,0.2,baseline,ForwardFill,210.29,26.45,-0.5987927749461501,22.76
pi-am,0.2,baseline,BackwardFill,229.63,28.88,-0.906318599442929,37.36
pi-am,0.2,baseline,RollingMean,205.85,25.89,-0.5319802002880156,26.56
pi-am,0.2,baseline,LinearInterpolation,183.78,23.11,-0.22102638573622446,28.01
pi-am,0.2,stacking,StackingRegressor,74.77,10.2,0.8035,508.806
pi-am,0.25,baseline,Mean,172.23,21.61,-0.003761533050854471,82.37
pi-am,0.25,baseline,Median,197.29,24.75,-0.3170871293798221,91.84
pi-am,0.25,baseline,KNNImputer,172.23,21.61,-0.003761533050854471,82.37
pi-am,0.25,baseline,ForwardFill,199.47,25.03,-0.34631694125011747,76.56
pi-am,0.25,baseline,BackwardFill,233.89,29.35,-0.8511576952924995,89.45
pi-am,0.25,baseline,RollingMean,196.71,24.68,-0.30933712172162164,80.27
pi-am,0.25,baseline,LinearInterpolation,181.85,22.82,-0.11902009057441054,81.02
pi-am,0.25,stacking,StackingRegressor,75.725,10.095,0.82,616.8075
pi-am,0.3,baseline,Mean,174.91,21.9,-0.005962139803466382,420.3
pi-am,0.3,baseline,Median,196.23,24.57,-0.26609220268761624,473.39
pi-am,0.3,baseline,KNNImputer,174.91,21.9,-0.005962139803466382,420.3
pi-am,0.3,baseline,ForwardFill,200.54,25.11,-0.32230037051695914,463.41
pi-am,0.3,baseline,BackwardFill,229.46,28.73,-0.7312399720875571,445.21
pi-am,0.3,baseline,RollingMean,197.29,24.71,-0.27977852109893875,470.41
pi-am,0.3,baseline,LinearInterpolation,181.76,22.76,-0.0862945754323512,452.16
pi-am,0.3,stacking,StackingRegressor,94.1033,12.65,0.7587,589.1967
pi-am,0.35,baseline,Mean,178.36,22.4,-0.0037019061156364774,369.99
pi-am,0.35,baseline,Median,201.52,25.31,-0.2812997082717734,417.45
pi-am,0.35,baseline,KNNImputer,178.36,22.4,-0.0037019061156364774,369.99
pi-am,0.35,baseline,ForwardFill,202.12,25.39,-0.2889523750987735,402.83
pi-am,0.35,baseline,BackwardFill,229.27,28.8,-0.658447183511812,385.31
pi-am,0.35,baseline,RollingMean,198.71,24.96,-0.24578591598496957,405.45
pi-am,0.35,baseline,LinearInterpolation,179.62,22.56,-0.01801512621153578,391.28
pi-am,0.35,stacking,StackingRegressor,94.1033,12.65,0.7587,589.1967
pi-am,0.4,baseline,Mean,180.3,22.71,-0.001818516345576393,328.2
pi-am,0.4,baseline,Median,204.52,25.77,-0.28911511837269455,369.87
pi-am,0.4,baseline,KNNImputer,180.3,22.71,-0.001818516345576393,328.2
pi-am,0.4,baseline,ForwardFill,199.64,25.15,-0.22837837135062422,355.91
pi-am,0.4,baseline,BackwardFill,232.13,29.25,-0.6606871808434942,341.32
pi-am,0.4,baseline,RollingMean,197.17,24.84,-0.1981567859490838,357.61
pi-am,0.4,baseline,LinearInterpolation,183.12,23.07,-0.0334195925130949,346.18
pi-am,0.4,stacking,StackingRegressor,94.1033,12.65,0.7587,589.1967
pi-am,0.45,baseline,Mean,176.69,22.19,-0.005710194880219621,293.19
pi-am,0.45,baseline,Median,197.72,24.83,-0.25934695347232517,329.52
pi-am,0.45,baseline,KNNImputer,176.69,22.19,-0.005710194880219621,293.19
pi-am,0.45,baseline,ForwardFill,214.58,26.94,-0.4831935486620038,323.91
pi-am,0.45,baseline,BackwardFill,224.67,28.21,-0.6259860475932144,305.6
pi-am,0.45,baseline,RollingMean,210.11,26.38,-0.42212377498698284,324.95
pi-am,0.45,baseline,LinearInterpolation,187.2,23.5,-0.12891270423899415,306.53
pi-am,0.45,stacking,StackingRegressor,94.1033,12.65,0.7587,589.1967
pi-am,0.5,baseline,Mean,177.96,22.4,-0.003660123671001436,269.62
pi-am,0.5,baseline,Median,204.06,25.68,-0.319713534762317,305.81
pi-am,0.5,baseline,KNNImputer,177.96,22.4,-0.003660123671001436,269.62
pi-am,0.5,baseline,ForwardFill,217.27,27.35,-0.49609247954859903,299.42
pi-am,0.5,baseline,BackwardFill,230.36,28.99,-0.6817898620513236,300.75
pi-am,0.5,baseline,RollingMean,213.16,26.83,-0.4400960500105837,300.26
pi-am,0.5,baseline,LinearInterpolation,189.82,23.89,-0.14193697630780866,297.53
pi-am,0.5,stacking,StackingRegressor,94.1033,12.65,0.7587,589.1967
pi-ap,0.2,baseline,Mean,159.94,19.18,-0.005649963737973218,289.12
pi-ap,0.2,baseline,Median,175.94,21.1,-0.21686051933847628,309.13
pi-ap,0.2,baseline,KNNImputer,159.94,19.18,-0.005649963737973218,289.12
pi-ap,0.2,baseline,ForwardFill,165.22,19.82,-0.07321167366529568,241.63
pi-ap,0.2,baseline,BackwardFill,178.22,21.38,-0.24865041740436733,310.48
pi-ap,0.2,baseline,RollingMean,166.97,20.03,-0.09603342089113776,276.21
pi-ap,0.2,baseline,LinearInterpolation,156.74,18.8,0.034168417448244504,274.77
pi-ap,0.2,stacking,StackingRegressor,52.432,6.41,0.8514,10.31
pi-ap,0.25,baseline,Mean,148.46,17.65,-0.00040666148454238105,232.0
pi-ap,0.25,baseline,Median,162.43,19.31,-0.19748857061683944,247.84
pi-ap,0.25,baseline,KNNImputer,148.46,17.65,-0.00040666148454238105,232.0
pi-ap,0.25,baseline,ForwardFill,152.71,18.16,-0.058450547914941975,193.9
pi-ap,0.25,baseline,BackwardFill,181.97,21.63,-0.5029996254378253,250.63
pi-ap,0.25,baseline,RollingMean,154.33,18.35,-0.08112651101944679,221.41
pi-ap,0.25,baseline,LinearInterpolation,149.09,17.73,-0.008959392611974426,220.89
pi-ap,0.25,stacking,StackingRegressor,44.3775,5.4025,0.9004,6.6325
pi-ap,0.3,baseline,Mean,147.88,17.6,-0.0009706372890931902,197.6
pi-ap,0.3,baseline,Median,162.26,19.31,-0.20511052275042796,210.88
pi-ap,0.3,baseline,KNNImputer,147.88,17.6,-0.0009706372890931902,197.6
pi-ap,0.3,baseline,ForwardFill,159.87,19.03,-0.16982049846975933,210.27
pi-ap,0.3,baseline,BackwardFill,166.34,19.8,-0.2664175919444727,211.83
pi-ap,0.3,baseline,RollingMean,160.56,19.11,-0.17996973499100677,211.1
pi-ap,0.3,baseline,LinearInterpolation,144.98,17.26,0.0378567192761492,209.85
pi-ap,0.3,stacking,StackingRegressor,56.3767,6.87,0.8552,8.23
pi-ap,0.35,baseline,Mean,140.29,16.6,-0.000429203220931873,170.15
pi-ap,0.35,baseline,Median,153.54,18.16,-0.19823327104372934,181.83
pi-ap,0.35,baseline,KNNImputer,140.29,16.6,-0.000429203220931873,170.15
pi-ap,0.35,baseline,ForwardFill,150.51,17.81,-0.15145966235052466,180.98
pi-ap,0.35,baseline,BackwardFill,172.78,20.44,-0.5173507814176876,183.83
pi-ap,0.35,baseline,RollingMean,153.19,18.12,-0.1927464894673072,181.83
pi-ap,0.35,baseline,LinearInterpolation,142.64,16.88,-0.03412542395364304,181.11
pi-ap,0.35,stacking,StackingRegressor,56.3767,6.87,0.8552,8.23
pi-ap,0.4,baseline,Mean,137.39,16.2,-0.002991778568536718,150.3
pi-ap,0.4,baseline,Median,148.88,17.56,-0.1777256706338337,160.19
pi-ap,0.4,baseline,KNNImputer,137.39,16.2,-0.002991778568536718,150.3
pi-ap,0.4,baseline,ForwardFill,151.73,17.89,-0.22317261723991244,159.88
pi-ap,0.4,baseline,BackwardFill,169.47,19.99,-0.5259877401176958,162.34
pi-ap,0.4,baseline,RollingMean,153.26,18.08,-0.2480264135235024,160.65
pi-ap,0.4,baseline,LinearInterpolation,140.29,16.55,-0.04574648414269178,159.84
pi-ap,0.4,stacking,StackingRegressor,56.3767,6.87,0.8552,8.23
pi-ap,0.45,baseline,Mean,146.94,17.46,-0.0005183714431669095,138.19
pi-ap,0.45,baseline,Median,160.65,19.09,-0.19593748992271198,146.9
pi-ap,0.45,baseline,KNNImputer,146.94,17.46,-0.0005183714431669095,138.19
pi-ap,0.45,baseline,ForwardFill,155.5,18.48,-0.12052457210692347,145.67
pi-ap,0.45,baseline,BackwardFill,173.4,20.61,-0.3933325214719987,147.45
pi-ap,0.45,baseline,RollingMean,158.54,18.84,-0.16481606292214734,146.46
pi-ap,0.45,baseline,LinearInterpolation,144.58,17.18,0.031296187471920756,145.32
pi-ap,0.45,stacking,StackingRegressor,56.3767,6.87,0.8552,8.23
pi-ap,0.5,baseline,Mean,144.5,17.14,-8.531084086049745e-06,125.46
pi-ap,0.5,baseline,Median,157.41,18.67,-0.1865922032109426,133.18
pi-ap,0.5,baseline,KNNImputer,144.5,17.14,-8.531084086049745e-06,125.46
pi-ap,0.5,baseline,ForwardFill,153.46,18.2,-0.12787886281184768,131.94
pi-ap,0.5,baseline,BackwardFill,168.07,19.93,-0.3528217346320075,133.73
pi-ap,0.5,baseline,RollingMean,155.85,18.48,-0.16325167079026315,132.76
pi-ap,0.5,baseline,LinearInterpolation,141.3,16.76,0.04378606445774047,131.7
pi-ap,0.5,stacking,StackingRegressor,56.3767,6.87,0.8552,8.23
pi-ba,0.2,baseline,Mean,26.82,2.93,-0.009668742383714068,1.28
pi-ba,0.2,baseline,Median,26.75,2.93,-0.0042867821616143775,1.03
pi-ba,0.2,baseline,KNNImputer,26.82,2.93,-0.009668742383714068,1.28
pi-ba,0.2,baseline,ForwardFill,31.8,3.48,-0.42001403672665716,1.56
pi-ba,0.2,baseline,BackwardFill,40.32,4.41,-1.2820227619772102,1.78
pi-ba,0.2,baseline,RollingMean,39.51,4.32,-1.1921211728376466,1.6
pi-ba,0.2,baseline,LinearInterpolation,32.05,3.51,-0.4419437558340136,1.58
pi-ba,0.2,stacking,StackingRegressor,13.818,1.516,0.6458,0.954
pi-ba,0.25,baseline,Mean,35.39,3.88,-0.00031212923206691556,1.51
pi-ba,0.25,baseline,Median,35.55,3.9,-0.009121561158773384,1.3
pi-ba,0.25,baseline,KNNImputer,35.39,3.88,-0.00031212923206691556,1.51
pi-ba,0.25,baseline,ForwardFill,39.47,4.33,-0.2441377067644015,1.82
pi-ba,0.25,baseline,BackwardFill,44.27,4.85,-0.5650824177433713,1.96
pi-ba,0.25,baseline,RollingMean,44.07,4.83,-0.5511574058554802,1.82
pi-ba,0.25,baseline,LinearInterpolation,38.0,4.17,-0.1534391423599164,1.77
pi-ba,0.25,stacking,StackingRegressor,13.64,1.495,0.6826,0.9275
pi-ba,0.3,baseline,Mean,33.14,3.63,-0.0004596219866417339,1.47
pi-ba,0.3,baseline,Median,33.3,3.65,-0.010231091243171342,1.27
pi-ba,0.3,baseline,KNNImputer,33.14,3.63,-0.0004596219866417339,1.47
pi-ba,0.3,baseline,ForwardFill,40.02,4.39,-0.45925099492351373,1.94
pi-ba,0.3,baseline,BackwardFill,41.26,4.52,-0.5510263947537963,1.86
pi-ba,0.3,baseline,RollingMean,44.7,4.9,-0.8205666368164681,2.0
pi-ba,0.3,baseline,LinearInterpolation,36.26,3.97,-0.19774243923323898,1.76
pi-ba,0.3,stacking,StackingRegressor,12.6767,1.39,0.7493,0.8767
pi-ba,0.35,baseline,Mean,33.8,3.71,-1.3496527632383959e-05,1.49
pi-ba,0.35,baseline,Median,34.03,3.73,-0.013847707970990886,1.31
pi-ba,0.35,baseline,KNNImputer,33.8,3.71,-1.3496527632383959e-05,1.49
pi-ba,0.35,baseline,ForwardFill,40.18,4.41,-0.41344235160697895,1.96
pi-ba,0.35,baseline,BackwardFill,40.5,4.44,-0.4357427877459661,1.8
pi-ba,0.35,baseline,RollingMean,43.62,4.78,-0.6656180608899294,1.97
pi-ba,0.35,baseline,LinearInterpolation,36.56,4.01,-0.1702241675098921,1.74
pi-ba,0.35,stacking,StackingRegressor,12.6767,1.39,0.7493,0.8767
pi-ba,0.4,baseline,Mean,32.12,3.52,-5.728360862233828e-05,1.44
pi-ba,0.4,baseline,Median,32.34,3.55,-0.013295002295467429,1.25
pi-ba,0.4,baseline,KNNImputer,32.12,3.52,-5.728360862233828e-05,1.44
pi-ba,0.4,baseline,ForwardFill,41.43,4.54,-0.6636904142861015,1.99
pi-ba,0.4,baseline,BackwardFill,45.05,4.94,-0.967116660133708,1.88
pi-ba,0.4,baseline,RollingMean,44.11,4.84,-0.8860284230797302,1.96
pi-ba,0.4,baseline,LinearInterpolation,37.75,4.14,-0.3814247987408097,1.77
pi-ba,0.4,stacking,StackingRegressor,12.6767,1.39,0.7493,0.8767
pi-ba,0.45,baseline,Mean,31.04,3.4,-3.7896175200780036e-05,1.44
pi-ba,0.45,baseline,Median,31.26,3.43,-0.014532550923372023,1.25
pi-ba,0.45,baseline,KNNImputer,31.04,3.4,-3.7896175200780036e-05,1.44
pi-ba,0.45,baseline,ForwardFill,40.31,4.42,-0.6871886884378127,1.99
pi-ba,0.45,baseline,BackwardFill,44.32,4.86,-1.0392935906273548,1.87
pi-ba,0.45,baseline,RollingMean,43.0,4.72,-0.919840177771587,1.99
pi-ba,0.45,baseline,LinearInterpolation,37.03,4.06,-0.42364199201160657,1.79
pi-ba,0.45,stacking,StackingRegressor,12.6767,1.39,0.7493,0.8767
pi-ba,0.5,baseline,Mean,29.83,3.27,-0.00032060393191013503,1.42
pi-ba,0.5,baseline,Median,30.04,3.29,-0.014418290870685802,1.22
pi-ba,0.5,baseline,KNNImputer,29.83,3.27,-0.00032060393191013503,1.42
pi-ba,0.5,baseline,ForwardFill,60.01,6.58,-3.049578659434366,2.15
pi-ba,0.5,baseline,BackwardFill,45.12,4.95,-1.2886929934397902,1.87
pi-ba,0.5,baseline,RollingMean,51.86,5.69,-2.024172248187946,2.01
pi-ba,0.5,baseline,LinearInterpolation,43.87,4.81,-1.1644407806991097,1.89
pi-ba,0.5,stacking,StackingRegressor,12.6767,1.39,0.7493,0.8767
pi-ce,0.2,baseline,Mean,60.5,6.61,-0.00512321019742501,4.06
pi-ce,0.2,baseline,Median,60.71,6.63,-0.012364297508008715,4.04
pi-ce,0.2,baseline,KNNImputer,60.5,6.61,-0.00512321019742501,4.06
pi-ce,0.2,baseline,ForwardFill,66.74,7.29,-0.22326584876287248,4.65
pi-ce,0.2,baseline,BackwardFill,62.14,6.79,-0.06053632147954624,4.51
pi-ce,0.2,baseline,RollingMean,63.23,6.91,-0.09816277438564347,4.45
pi-ce,0.2,baseline,LinearInterpolation,62.43,6.82,-0.07045309125322907,4.46
pi-ce,0.2,stacking,StackingRegressor,24.364,2.658,0.067,0.912
pi-ce,0.25,baseline,Mean,54.14,5.91,-0.0033398962513611075,3.37
pi-ce,0.25,baseline,Median,54.34,5.93,-0.010737409368189788,3.35
pi-ce,0.25,baseline,KNNImputer,54.14,5.91,-0.0033398962513611075,3.37
pi-ce,0.25,baseline,ForwardFill,59.63,6.5,-0.21725720046842079,3.89
pi-ce,0.25,baseline,BackwardFill,55.68,6.07,-0.0613497386303854,3.77
pi-ce,0.25,baseline,RollingMean,56.65,6.18,-0.09866212484521242,3.75
pi-ce,0.25,baseline,LinearInterpolation,55.78,6.08,-0.06522721330909897,3.72
pi-ce,0.25,stacking,StackingRegressor,26.0575,2.8375,0.3005,1.0575
pi-ce,0.3,baseline,Mean,50.35,5.49,-0.004581713765219986,3.02
pi-ce,0.3,baseline,Median,50.56,5.52,-0.012960646272692333,3.01
pi-ce,0.3,baseline,KNNImputer,50.35,5.49,-0.004581713765219986,3.02
pi-ce,0.3,baseline,ForwardFill,55.29,6.03,-0.21138085840808274,3.46
pi-ce,0.3,baseline,BackwardFill,52.13,5.69,-0.07662865825597898,3.47
pi-ce,0.3,baseline,RollingMean,52.57,5.73,-0.09476964880591798,3.33
pi-ce,0.3,baseline,LinearInterpolation,52.03,5.68,-0.07269852224539153,3.38
pi-ce,0.3,stacking,StackingRegressor,16.4967,1.8,0.7483,0.9
pi-ce,0.35,baseline,Mean,49.22,5.37,-0.00450168287755881,2.81
pi-ce,0.35,baseline,Median,49.41,5.39,-0.012214155345038558,2.8
pi-ce,0.35,baseline,KNNImputer,49.22,5.37,-0.00450168287755881,2.81
pi-ce,0.35,baseline,ForwardFill,51.24,5.59,-0.08844204928624277,3.12
pi-ce,0.35,baseline,BackwardFill,50.94,5.56,-0.0758024467638978,3.21
pi-ce,0.35,baseline,RollingMean,50.58,5.52,-0.06037948626043499,3.06
pi-ce,0.35,baseline,LinearInterpolation,50.17,5.47,-0.04326114357977007,3.09
pi-ce,0.35,stacking,StackingRegressor,16.4967,1.8,0.7483,0.9
pi-ce,0.4,baseline,Mean,46.25,5.04,-0.003737209723509105,2.56
pi-ce,0.4,baseline,Median,46.43,5.06,-0.011528952551675076,2.54
pi-ce,0.4,baseline,KNNImputer,46.25,5.04,-0.003737209723509105,2.56
pi-ce,0.4,baseline,ForwardFill,48.29,5.26,-0.09440302352034857,2.87
pi-ce,0.4,baseline,BackwardFill,47.69,5.2,-0.06725792022096,2.9
pi-ce,0.4,baseline,RollingMean,47.54,5.18,-0.06074703740681464,2.82
pi-ce,0.4,baseline,LinearInterpolation,47.2,5.14,-0.04536709227442359,2.8
pi-ce,0.4,stacking,StackingRegressor,16.4967,1.8,0.7483,0.9
pi-ce,0.45,baseline,Mean,43.67,4.76,-0.0021593950808023177,2.35
pi-ce,0.45,baseline,Median,43.85,4.78,-0.010268715284088126,2.33
pi-ce,0.45,baseline,KNNImputer,43.67,4.76,-0.0021593950808023177,2.35
pi-ce,0.45,baseline,ForwardFill,45.94,5.0,-0.1088599654712421,2.67
pi-ce,0.45,baseline,BackwardFill,45.38,4.94,-0.08185194455092115,2.68
pi-ce,0.45,baseline,RollingMean,45.27,4.93,-0.07676484742379386,2.63
pi-ce,0.45,baseline,LinearInterpolation,44.78,4.88,-0.05374289372251506,2.6
pi-ce,0.45,stacking,StackingRegressor,16.4967,1.8,0.7483,0.9
pi-ce,0.5,baseline,Mean,41.5,4.52,-0.0008593963646583713,2.19
pi-ce,0.5,baseline,Median,41.64,4.53,-0.007667935298687034,2.16
pi-ce,0.5,baseline,KNNImputer,41.5,4.52,-0.0008593963646583713,2.19
pi-ce,0.5,baseline,ForwardFill,44.61,4.86,-0.15613809256270472,2.54
pi-ce,0.5,baseline,BackwardFill,43.3,4.71,-0.08967765324572374,2.54
pi-ce,0.5,baseline,RollingMean,43.95,4.78,-0.12219422473279251,2.5
pi-ce,0.5,baseline,LinearInterpolation,42.85,4.67,-0.06696748772152561,2.45
pi-ce,0.5,stacking,StackingRegressor,16.4967,1.8,0.7483,0.9
pi-es,0.2,baseline,Mean,16.76,1.83,-0.024224732952233374,1.18
pi-es,0.2,baseline,Median,16.6,1.82,-0.0040073357021770395,1.03
pi-es,0.2,baseline,KNNImputer,16.76,1.83,-0.024224732952233374,1.18
pi-es,0.2,baseline,ForwardFill,23.29,2.55,-0.978074731925711,1.44
pi-es,0.2,baseline,BackwardFill,30.64,3.35,-2.422151328292114,1.64
pi-es,0.2,baseline,RollingMean,22.16,2.42,-0.7893241047398172,1.38
pi-es,0.2,baseline,LinearInterpolation,22.09,2.42,-0.7786294534214901,1.41
pi-es,0.2,stacking,StackingRegressor,20.204,2.238,0.4639,1.486
pi-es,0.25,baseline,Mean,16.34,1.79,-0.028996426473011372,1.16
pi-es,0.25,baseline,Median,16.15,1.77,-0.004317970053277165,1.0
pi-es,0.25,baseline,KNNImputer,16.34,1.79,-0.028996426473011372,1.16
pi-es,0.25,baseline,ForwardFill,23.81,2.61,-1.1848589584435074,1.45
pi-es,0.25,baseline,RollingMean,21.64,2.37,-0.8034293154531731,1.34
pi-es,0.25,baseline,LinearInterpolation,31.18,3.41,-2.745997760388624,1.49
pi-es,0.25,stacking,StackingRegressor,23.4075,2.585,0.3403,1.5875
pi-es,0.3,baseline,Mean,16.05,1.76,-0.028979596480196657,1.17
pi-es,0.3,baseline,Median,15.87,1.74,-0.0061783600456841725,1.01
pi-es,0.3,baseline,KNNImputer,16.05,1.76,-0.028979596480196657,1.17
pi-es,0.3,baseline,ForwardFill,23.77,2.6,-1.2578248867200763,1.44
pi-es,0.3,baseline,BackwardFill,49.51,5.42,-8.79024698292328,1.76
pi-es,0.3,baseline,RollingMean,21.9,2.4,-0.9152024346845735,1.34
pi-es,0.3,baseline,LinearInterpolation,29.39,3.22,-2.4499006110291206,1.45
pi-es,0.3,stacking,StackingRegressor,33.99,3.7467,-0.4714,2.0967
pi-es,0.35,baseline,Mean,17.08,1.87,-0.033388775062533016,1.22
pi-es,0.35,baseline,Median,16.84,1.84,-0.003862148487234096,1.03
pi-es,0.35,baseline,KNNImputer,17.08,1.87,-0.033388775062533016,1.22
pi-es,0.35,baseline,ForwardFill,21.09,2.31,-0.5748253184984193,1.35
pi-es,0.35,baseline,BackwardFill,46.69,5.11,-6.71942224684079,1.7
pi-es,0.35,baseline,RollingMean,20.06,2.2,-0.4250746533860288,1.3
pi-es,0.35,baseline,LinearInterpolation,27.92,3.06,-1.7609013307918393,1.4
pi-es,0.35,stacking,StackingRegressor,33.99,3.7467,-0.4714,2.0967
pi-es,0.4,baseline,Mean,17.19,1.88,-0.04074187879373903,1.22
pi-es,0.4,baseline,Median,16.88,1.85,-0.003504836649519838,1.01
pi-es,0.4,baseline,KNNImputer,17.19,1.88,-0.04074187879373903,1.22
pi-es,0.4,baseline,ForwardFill,25.66,2.81,-1.3192308892815046,1.54
pi-es,0.4,baseline,BackwardFill,44.2,4.84,-5.878161697997446,1.64
